
         0.000	  1.855e-01 	
         1.057	  1.855e-01 	
         2.049	  1.855e-01 	
         3.041	  1.855e-01 	
         4.032	  1.855e-01 	
         5.057	  1.855e-01 	
         6.049	  1.856e-01 	
         7.040	  1.856e-01 	
         8.032	  1.855e-01 	
         9.056	  1.856e-01 	
        10.049	  1.856e-01 	
        11.041	  1.856e-01 	
        12.032	  1.856e-01 	
        13.025	  1.856e-01 	
        14.049	  1.856e-01 	
        15.041	  1.856e-01 	
        16.033	  1.857e-01 	
        17.025	  1.857e-01 	
        18.049	  1.856e-01 	
        19.041	  1.857e-01 	
        20.032	  1.857e-01 	
        21.025	  1.858e-01 	
        22.049	  1.857e-01 	
        23.041	  1.858e-01 	
        24.033	  1.858e-01 	
        25.025	  1.859e-01 	
        26.049	  1.859e-01 	
        27.040	  1.859e-01 	
        28.032	  1.861e-01 	
        29.024	  1.860e-01 	
        30.048	  1.860e-01 	
        31.040	  1.862e-01 	
        32.033	  1.862e-01 	
        33.025	  1.862e-01 	
        34.048	  1.862e-01 	
        35.041	  1.862e-01 	
        36.033	  1.862e-01 	
        37.024	  1.862e-01 	
        38.049	  1.863e-01 	
        39.041	  1.863e-01 	
        40.033	  1.863e-01 	
        41.025	  1.864e-01 	
        42.048	  1.864e-01 	
        43.041	  1.864e-01 	
        44.032	  1.864e-01 	
        45.024	  1.865e-01 	
        46.048	  1.865e-01 	
        47.041	  1.867e-01 	
        48.033	  1.865e-01 	
        49.025	  1.866e-01 	
        50.017	  1.867e-01 	
        51.041	  1.867e-01 	
        52.032	  1.868e-01 	
        53.025	  1.867e-01 	
        54.017	  1.867e-01 	
        55.041	  1.868e-01 	
        56.032	  1.869e-01 	
        57.024	  1.868e-01 	
        58.017	  1.868e-01 	
        59.041	  1.870e-01 	
        60.033	  1.869e-01 	
        61.025	  1.870e-01 	
        62.016	  1.870e-01 	
        63.040	  1.870e-01 	
        64.032	  1.871e-01 	
        65.025	  1.870e-01 	
        66.016	  1.870e-01 	
        67.040	  1.870e-01 	
        68.033	  1.870e-01 	
        69.025	  1.871e-01 	
        70.016	  1.870e-01 	
        71.041	  1.871e-01 	
        72.032	  1.871e-01 	
        73.025	  1.870e-01 	
        74.016	  1.870e-01 	
        75.041	  1.870e-01 	
        76.033	  1.870e-01 	
        77.024	  1.871e-01 	
        78.016	  1.871e-01 	
        79.040	  1.871e-01 	
        80.032	  1.870e-01 	
        81.025	  1.869e-01 	
        82.016	  1.868e-01 	
        83.040	  1.870e-01 	
        84.033	  1.869e-01 	
        85.024	  1.867e-01 	
        86.017	  1.868e-01 	
        87.008	  1.868e-01 	
        88.032	  1.868e-01 	
        89.024	  1.867e-01 	
        90.016	  1.866e-01 	
        91.009	  1.866e-01 	
        92.032	  1.866e-01 	
        93.024	  1.865e-01 	
        94.016	  1.864e-01 	
        95.009	  1.864e-01 	
        96.033	  1.864e-01 	
        97.024	  1.864e-01 	
        98.016	  1.864e-01 	
        99.009	  1.863e-01 	
       100.032	  1.863e-01 	
       101.025	  1.863e-01 	
       102.017	  1.863e-01 	
       103.008	  1.862e-01 	
       104.033	  1.862e-01 	
       105.025	  1.861e-01 	
       106.017	  1.861e-01 	
       107.008	  1.861e-01 	
       108.032	  1.861e-01 	
       109.025	  1.860e-01 	
       110.016	  1.860e-01 	
       111.008	  1.859e-01 	
       112.033	  1.859e-01 	
       113.024	  1.860e-01 	
       114.016	  1.859e-01 	
       115.009	  1.859e-01 	
       116.033	  1.855e-01 	
       117.024	  1.858e-01 	
       118.017	  1.859e-01 	
       119.008	  1.858e-01 	
       120.032	  1.858e-01 	
       121.025	  1.857e-01 	
       122.017	  1.852e-01 	
       123.008	  1.854e-01 	
       124.000	  1.857e-01 	
       125.025	  1.858e-01 	
       126.017	  1.857e-01 	
       127.009	  1.857e-01 	
       128.001	  1.857e-01 	
       129.024	  1.857e-01 	
       130.016	  1.856e-01 	
       131.008	  1.858e-01 	
