;PC Software:StarLab Version 3.62 Build 1
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:30/03/2022 at 15:53:09
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Sample:of period: 00:00:01
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Thermopile 3A (s/n:940606)  VG2.54 (s/n:946462)

;Channel A:Details
;Name:3A
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel A:Statistics
;Min:185.1mW             
;Max:187.4mW             
;Average:186.3mW             
;Std.Dev.:481.4uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 30/03/2022 at 15:53:10
  Timestamp   	  Channel A  	
       186.047	  1.863e-01 	
       187.039	  1.863e-01 	
       188.031	  1.862e-01 	
       189.023	  1.862e-01 	
       190.047	  1.863e-01 	
       191.039	  1.862e-01 	
       192.031	  1.863e-01 	
       193.023	  1.863e-01 	
       194.046	  1.862e-01 	
       195.039	  1.862e-01 	
       196.031	  1.862e-01 	
       197.023	  1.862e-01 	
       198.047	  1.861e-01 	
       199.039	  1.862e-01 	
       200.031	  1.863e-01 	
       201.023	  1.862e-01 	
       202.047	  1.861e-01 	
       203.039	  1.861e-01 	
       204.031	  1.862e-01 	
       205.023	  1.863e-01 	
       206.047	  1.863e-01 	
       207.039	  1.862e-01 	
       208.031	  1.862e-01 	
       209.023	  1.862e-01 	
       210.047	  1.861e-01 	
       211.038	  1.862e-01 	
       212.031	  1.862e-01 	
       213.022	  1.861e-01 	
       214.015	  1.861e-01 	
       215.039	  1.861e-01 	
       216.031	  1.861e-01 	
       217.022	  1.860e-01 	
       218.015	  1.861e-01 	
       219.039	  1.861e-01 	
       220.031	  1.861e-01 	
       221.023	  1.860e-01 	
       222.015	  1.860e-01 	
       223.038	  1.860e-01 	
       224.031	  1.859e-01 	
       225.023	  1.860e-01 	
       226.014	  1.860e-01 	
       227.039	  1.860e-01 	
       228.031	  1.859e-01 	
       229.023	  1.859e-01 	
       230.015	  1.860e-01 	
       231.039	  1.858e-01 	
       232.031	  1.858e-01 	
       233.023	  1.859e-01 	
       234.015	  1.859e-01 	
       235.038	  1.860e-01 	
       236.031	  1.859e-01 	
       237.023	  1.859e-01 	
       238.015	  1.857e-01 	
       239.038	  1.851e-01 	
       240.031	  1.853e-01 	
       241.022	  1.858e-01 	
       242.015	  1.858e-01 	
       243.038	  1.858e-01 	
       244.031	  1.858e-01 	
       245.023	  1.857e-01 	
       246.015	  1.857e-01 	
       247.039	  1.858e-01 	
       248.031	  1.858e-01 	
       249.023	  1.858e-01 	
       250.014	  1.858e-01 	
       251.007	  1.860e-01 	
       252.031	  1.859e-01 	
       253.023	  1.859e-01 	
       254.014	  1.860e-01 	
       255.006	  1.860e-01 	
       256.031	  1.860e-01 	
       257.023	  1.861e-01 	
       258.014	  1.861e-01 	
       259.007	  1.861e-01 	
       260.031	  1.861e-01 	
       261.023	  1.860e-01 	
       262.015	  1.860e-01 	
       263.006	  1.860e-01 	
       264.031	  1.860e-01 	
       265.022	  1.860e-01 	
       266.015	  1.861e-01 	
       267.006	  1.859e-01 	
       268.031	  1.856e-01 	
       269.022	  1.858e-01 	
       270.015	  1.859e-01 	
       271.006	  1.861e-01 	
       272.031	  1.860e-01 	
       273.023	  1.860e-01 	
       274.014	  1.861e-01 	
       275.007	  1.860e-01 	
       276.031	  1.860e-01 	
       277.023	  1.858e-01 	
       278.015	  1.860e-01 	
       279.006	  1.858e-01 	
       280.031	  1.857e-01 	
       281.023	  1.859e-01 	
       282.014	  1.860e-01 	
       283.007	  1.860e-01 	
       284.031	  1.859e-01 	
       285.022	  1.860e-01 	
       286.015	  1.860e-01 	
       287.007	  1.860e-01 	
       288.095	  1.859e-01 	
       289.023	  1.859e-01 	
       290.019	  1.859e-01 	
       291.006	  1.859e-01 	
       292.095	  1.860e-01 	
       293.023	  1.861e-01 	
       294.014	  1.861e-01 	
       295.007	  1.861e-01 	
       296.094	  1.861e-01 	
       297.023	  1.861e-01 	
       298.015	  1.861e-01 	
       299.024	  1.861e-01 	
       300.095	  1.861e-01 	
       301.023	  1.860e-01 	
       302.015	  1.860e-01 	
       303.007	  1.860e-01 	
       304.062	  1.860e-01 	
       305.023	  1.859e-01 	
       306.015	  1.856e-01 	
       307.007	  1.859e-01 	
       308.063	  1.859e-01 	
       309.022	  1.859e-01 	
       310.015	  1.860e-01 	
       311.007	  1.860e-01 	
       312.063	  1.859e-01 	
       313.023	  1.859e-01 	
       314.014	  1.858e-01 	
       315.007	  1.859e-01 	
       316.063	  1.859e-01 	
       317.022	  1.860e-01 	
       318.015	  1.860e-01 	
       319.007	  1.859e-01 	
       320.063	  1.859e-01 	
       321.023	  1.859e-01 	
       322.014	  1.859e-01 	
       323.007	  1.857e-01 	
       324.063	  1.859e-01 	
       325.086	  1.860e-01 	
       326.015	  1.859e-01 	
       327.007	  1.859e-01 	
       328.062	  1.859e-01 	
       329.087	  1.859e-01 	
       330.015	  1.860e-01 	
       331.007	  1.860e-01 	
       332.062	  1.858e-01 	
       333.086	  1.859e-01 	
       334.014	  1.860e-01 	
       335.007	  1.859e-01 	
       336.062	  1.858e-01 	
       337.055	  1.856e-01 	
       338.015	  1.858e-01 	
       339.007	  1.859e-01 	
       340.063	  1.859e-01 	
       341.054	  1.859e-01 	
       342.014	  1.860e-01 	
       343.007	  1.859e-01 	
       344.063	  1.858e-01 	
       345.055	  1.859e-01 	
       346.015	  1.860e-01 	
       347.007	  1.860e-01 	
       348.063	  1.859e-01 	
       349.055	  1.860e-01 	
       350.015	  1.860e-01 	
       351.007	  1.860e-01 	
       352.063	  1.860e-01 	
       353.054	  1.860e-01 	
       354.015	  1.859e-01 	
       355.007	  1.859e-01 	
       356.063	  1.859e-01 	
       357.055	  1.860e-01 	
       358.015	  1.857e-01 	
       359.006	  1.856e-01 	
       360.062	  1.859e-01 	
       361.055	  1.859e-01 	
       362.078	  1.860e-01 	
       363.006	  1.860e-01 	
       364.063	  1.860e-01 	
       365.055	  1.860e-01 	
       366.078	  1.860e-01 	
       367.006	  1.860e-01 	
       368.063	  1.860e-01 	
       369.054	  1.859e-01 	
       370.078	  1.859e-01 	
       371.007	  1.855e-01 	
       372.063	  1.857e-01 	
       373.055	  1.859e-01 	
       374.046	  1.860e-01 	
       375.007	  1.860e-01 	
       376.063	  1.860e-01 	
       377.054	  1.859e-01 	
       378.047	  1.860e-01 	
       379.006	  1.859e-01 	
       380.062	  1.860e-01 	
       381.054	  1.860e-01 	
       382.046	  1.858e-01 	
       383.007	  1.859e-01 	
       384.063	  1.858e-01 	
       385.055	  1.858e-01 	
       386.047	  1.859e-01 	
       387.006	  1.858e-01 	
       388.063	  1.859e-01 	
       389.055	  1.860e-01 	
       390.010	  1.860e-01 	
       391.006	  1.859e-01 	
       392.062	  1.859e-01 	
       393.055	  1.860e-01 	
       394.046	  1.858e-01 	
       395.006	  1.860e-01 	
       396.063	  1.860e-01 	
       397.055	  1.860e-01 	
       398.046	  1.860e-01 	
       399.071	  1.860e-01 	
       400.063	  1.860e-01 	
       401.054	  1.859e-01 	
       402.047	  1.860e-01 	
       403.071	  1.860e-01 	
       404.062	  1.860e-01 	
       405.055	  1.860e-01 	
       406.046	  1.859e-01 	
       407.070	  1.860e-01 	
       408.062	  1.860e-01 	
       409.054	  1.859e-01 	
       410.046	  1.860e-01 	
       411.038	  1.860e-01 	
       412.062	  1.860e-01 	
       413.055	  1.860e-01 	
       414.047	  1.861e-01 	
       415.038	  1.860e-01 	
       416.063	  1.859e-01 	
       417.054	  1.859e-01 	
       418.046	  1.860e-01 	
